j,t,Girls,Boys,Women,Men
105051510137,2010,1,0,1,1
105052310005,2010,1,2,1,1
105052310015,2010,2,1,1,1
105052310024,2010,1,0,3,0
105052310043,2010,0,0,2,0
105052310053,2010,2,2,1,1
105052310063,2010,0,1,1,1
105052310082,2010,0,0,0,2
105052310092,2010,1,1,1,1
105052310101,2010,1,3,1,1
105052310120,2010,3,0,1,1
105052310130,2010,1,1,3,0
105052310140,2010,2,2,1,1
105052310159,2010,2,1,1,1
105052310168,2010,1,4,1,1
105052310178,2010,3,1,3,1
105052310197,2010,3,2,1,1
105053100003,2010,4,4,2,1
105053100008,2010,2,3,2,1
105053100020,2010,1,0,1,1
105053100025,2010,2,2,1,2
105053100031,2010,0,1,1,1
105053100042,2010,1,1,1,0
105053100048,2010,0,1,1,1
105053100054,2010,2,2,1,1
105053100065,2010,1,0,1,2
105053100071,2010,0,1,1,1
105053100076,2010,3,0,1,3
105053100088,2010,3,2,1,1
105053100093,2010,1,3,1,1
105053100099,2010,4,1,1,1
105053100110,2010,2,3,1,1
105053100116,2010,2,2,2,2
105055080001,2010,1,2,1,1
105055080010,2010,1,0,1,1
105055080021,2010,0,0,1,1
105055080031,2010,1,0,0,1
105055080041,2010,0,3,1,2
105055080061,2010,1,1,1,0
105055080072,2010,4,2,1,1
105055080082,2010,0,0,1,1
105055080092,2010,2,3,1,1
105055080113,2010,1,4,3,2
105055080123,2010,2,0,1,1
105055080133,2010,1,3,1,1
105055080164,2010,0,1,1,1
105055080174,2010,2,3,1,1
105055080195,2010,0,1,3,1
105055080205,2010,4,1,1,2
105061270015,2010,1,1,2,0
105061270029,2010,0,0,1,2
105061270043,2010,0,0,1,1
105061270056,2010,2,1,3,3
105061270084,2010,2,1,2,2
105061270098,2010,1,2,1,3
105061270112,2010,1,1,1,1
105061270125,2010,2,1,1,0
105061270153,2010,0,0,0,1
105061270167,2010,2,2,1,2
105061270181,2010,0,0,2,0
105061270194,2010,0,0,0,1
105061270222,2010,2,0,1,2
105061270236,2010,1,2,1,0
105061270250,2010,0,0,0,2
105061270277,2010,2,0,1,1
105065480003,2010,1,1,1,1
105065480008,2010,0,0,1,0
105065480013,2010,2,1,1,3
105065480018,2010,2,1,1,1
105065480023,2010,2,1,1,0
105065480033,2010,0,0,1,0
105065480039,2010,2,1,1,1
105065480044,2010,1,0,0,1
105065480049,2010,1,0,1,0
105065480059,2010,0,0,1,0
105065480069,2010,2,2,1,1
105065480074,2010,0,0,2,2
105065480084,2010,0,0,0,1
105065480089,2010,1,0,1,1
105065480095,2010,3,3,1,1
105065480105,2010,0,3,1,1
105071750010,2010,2,1,1,0
105071750022,2010,1,1,1,0
105071750033,2010,0,0,1,0
105071750045,2010,1,1,1,1
105071750069,2010,0,0,1,1
105071750081,2010,2,1,1,1
105071750093,2010,1,0,2,1
105071750104,2010,3,2,1,1
105071750116,2010,2,2,1,1
105071750128,2010,0,3,1,1
105071750152,2010,1,0,1,1
105071750163,2010,0,0,1,1
105071750175,2010,5,0,1,1
105071750199,2010,0,0,1,1
105071750211,2010,2,3,1,1
105071750246,2010,0,1,1,1
105073440008,2010,1,3,1,2
105073440016,2010,3,3,2,1
105073440027,2010,1,0,1,1
105073440033,2010,0,0,1,0
105073440041,2010,1,1,1,1
105073440053,2010,0,1,1,1
105073440060,2010,0,0,0,1
105073440081,2010,3,2,2,2
105073440103,2010,2,2,1,3
105073440106,2010,1,0,1,1
105073440115,2010,0,0,1,0
105073440121,2010,1,0,3,1
105073440126,2010,1,4,2,1
105073440131,2010,0,5,2,1
105073440136,2010,0,0,1,1
105073440152,2010,1,2,1,1
105083690005,2010,1,0,2,1
105083690015,2010,1,1,1,2
105083690025,2010,1,2,1,1
105083690045,2010,0,0,1,1
105083690055,2010,1,0,1,0
105083690065,2010,2,2,1,1
105083690094,2010,1,0,1,1
105083690104,2010,2,1,1,1
105083690119,2010,0,1,1,0
105083690124,2010,1,2,1,1
105083690134,2010,0,4,1,1
105083690143,2010,1,1,1,1
105083690163,2010,3,1,1,1
105083690173,2010,0,0,0,1
105083690183,2010,1,2,1,1
105083690203,2010,0,0,1,1
105093190002,2010,1,4,1,1
105093190013,2010,2,2,1,1
105093190021,2010,3,2,2,3
105093190045,2010,0,0,0,1
105093190056,2010,0,2,1,1
105093190058,2010,2,0,1,1
105093190062,2010,0,1,1,1
105093190116,2010,1,0,1,1
105093190129,2010,1,0,1,1
105093190148,2010,1,2,1,2
105093190150,2010,1,0,1,1
105093190189,2010,2,3,2,1
105093190205,2010,4,1,1,1
105093190214,2010,0,0,1,2
105093190217,2010,2,1,2,0
105093190245,2010,2,3,2,1
105094740012,2010,1,2,1,2
105094740019,2010,1,5,1,1
105094740026,2010,1,0,1,1
105094740033,2010,1,2,1,2
105094740047,2010,3,1,1,1
105094740054,2010,3,0,1,1
105094740061,2010,0,1,1,2
105094740068,2010,1,2,1,1
105094740082,2010,2,2,1,0
105094740089,2010,2,3,1,1
105094740096,2010,0,1,1,1
105094740103,2010,1,1,1,1
105094740117,2010,2,1,2,2
105094740124,2010,0,0,1,1
105094740131,2010,4,4,3,0
105094740146,2010,1,2,2,2
105103880009,2010,0,3,1,2
105103880018,2010,1,1,1,1
105103880027,2010,0,0,1,1
105103880036,2010,3,2,1,2
105103880054,2010,3,0,1,1
105103880062,2010,0,1,1,1
105103880071,2010,1,2,1,1
105103880080,2010,0,0,1,1
105103880098,2010,0,2,1,1
105103880107,2010,0,4,1,1
105103880116,2010,3,0,1,1
105103880124,2010,0,0,1,1
105103880142,2010,1,0,1,1
105103880151,2010,0,2,2,4
105103880160,2010,2,0,1,1
105103880178,2010,0,0,1,1
107320470015,2010,1,3,1,1
107320470025,2010,2,0,1,2
107320470034,2010,2,2,1,1
107320470043,2010,1,0,1,1
107320470062,2010,0,0,1,1
107320470072,2010,2,0,5,2
107320470081,2010,2,2,2,2
107320470090,2010,0,0,2,0
107320470109,2010,0,0,0,1
107320470118,2010,1,1,1,0
107320470128,2010,1,0,1,1
107320470137,2010,1,2,1,1
107320470156,2010,0,1,1,0
107320470165,2010,1,2,2,2
107320470175,2010,0,0,3,2
107320470194,2010,3,3,1,1
107320700012,2010,1,1,4,1
107320700018,2010,3,0,2,2
107320700023,2010,0,3,1,2
107320700029,2010,2,2,1,1
107320700041,2010,2,2,1,1
107320700047,2010,0,0,0,1
107320700053,2010,0,0,1,1
107320700059,2010,3,2,2,1
107320700071,2010,1,0,1,1
107320700077,2010,0,1,1,1
107320700083,2010,0,0,0,1
107320700089,2010,2,1,3,2
107320700101,2010,2,1,1,1
107320700107,2010,0,0,0,1
107320700113,2010,1,3,1,1
107320700125,2010,2,0,1,1
107321920007,2010,0,0,2,0
107321920048,2010,2,1,3,2
107321920084,2010,0,1,1,1
107321920111,2010,1,0,0,1
107321920134,2010,0,2,2,1
107321920171,2010,0,1,2,2
107321920194,2010,1,1,2,2
107321920240,2010,1,1,1,2
107321920241,2010,0,1,1,1
107321920255,2010,1,1,1,0
107321920258,2010,0,0,0,1
107321920281,2010,0,0,0,1
107321920285,2010,2,2,1,1
107321920288,2010,2,1,1,1
107321920320,2010,0,0,1,6
107321920404,2010,0,4,1,1
107334650013,2010,0,1,2,1
107334650019,2010,2,1,3,2
107334650026,2010,2,0,2,1
107334650033,2010,0,0,0,1
107334650046,2010,2,0,2,2
107334650053,2010,3,0,1,1
107334650059,2010,0,2,1,1
107334650066,2010,4,2,2,2
107334650079,2010,0,1,0,3
107334650086,2010,1,1,1,1
107334650092,2010,0,0,4,1
107334650100,2010,1,0,1,1
107334650112,2010,0,0,1,1
107334650119,2010,0,0,1,1
107334650125,2010,1,3,1,2
107334650138,2010,2,0,1,1
107336400005,2010,2,1,3,2
107336400010,2010,0,0,1,1
107336400015,2010,0,0,1,2
107336400020,2010,2,1,3,2
107336400031,2010,2,1,1,3
107336400036,2010,1,0,1,1
107336400041,2010,0,3,1,1
107336400047,2010,1,0,2,2
107336400056,2010,0,0,0,1
107336400067,2010,2,3,1,4
107336400072,2010,4,0,3,1
107336400077,2010,0,0,2,3
107336400087,2010,2,1,1,2
107336400092,2010,1,2,1,1
107336400097,2010,0,1,3,5
107336400107,2010,1,0,2,1
107343700017,2010,2,3,1,1
107343700036,2010,0,0,1,2
107343700075,2010,1,1,1,1
107343700094,2010,0,2,1,1
107343700114,2010,1,0,1,2
107343700152,2010,2,2,1,1
107343700172,2010,0,0,0,1
107343700191,2010,0,1,1,1
107343700230,2010,0,1,1,1
107343700249,2010,2,0,2,2
107343700269,2010,1,0,1,1
107343700307,2010,1,0,1,1
107343700327,2010,1,0,1,1
107343700346,2010,0,0,1,2
107343700385,2010,3,0,2,4
107343700404,2010,0,0,2,1
107343930007,2010,0,2,2,0
107343930016,2010,2,2,1,2
107343930025,2010,1,2,1,1
107343930033,2010,0,0,3,1
107343930042,2010,1,0,1,1
107343930060,2010,1,2,1,1
107343930068,2010,3,3,3,1
107343930077,2010,1,2,1,1
107343930086,2010,0,1,3,2
107343930103,2010,0,1,2,1
107343930112,2010,2,2,1,0
107343930117,2010,2,0,1,1
107343930121,2010,2,2,1,2
107343930129,2010,2,0,1,1
107343930155,2010,1,2,1,0
107343930182,2010,0,0,0,1
107344070010,2010,1,0,2,0
107344070017,2010,0,0,1,1
107344070024,2010,1,2,1,2
107344070031,2010,1,1,1,4
107344070044,2010,0,1,1,1
107344070051,2010,2,2,1,1
107344070058,2010,1,0,2,0
107344070065,2010,0,1,1,1
107344070078,2010,2,0,1,2
107344070085,2010,3,1,1,1
107344070092,2010,2,2,1,1
107344070099,2010,2,0,1,1
107344070112,2010,1,0,1,2
107344070119,2010,1,1,1,0
107344070126,2010,0,0,1,1
107344070140,2010,1,3,1,1
107347620013,2010,3,1,2,2
107347620016,2010,1,2,1,1
107347620030,2010,2,1,1,1
107347620031,2010,0,0,1,1
107347620049,2010,1,1,1,1
107347620061,2010,0,0,1,1
107347620073,2010,2,0,1,1
107347620104,2010,4,2,1,2
107347620143,2010,0,0,0,1
107347620169,2010,2,2,0,2
107347620222,2010,1,2,1,3
107347620237,2010,1,3,1,0
107347620278,2010,2,1,1,3
107347620281,2010,0,0,2,2
107347620318,2010,0,2,1,2
107347620346,2010,0,2,2,1
107351300004,2010,0,0,1,1
107351300011,2010,2,1,3,3
107351300018,2010,1,1,1,0
107351300026,2010,2,0,1,1
107351300033,2010,0,0,1,0
107351300040,2010,1,1,2,2
107351300047,2010,0,2,2,3
107351300055,2010,0,2,1,3
107351300062,2010,1,3,2,2
107351300084,2010,0,1,1,4
107351300091,2010,0,0,1,1
107351300098,2010,1,1,1,1
107351300105,2010,0,0,1,1
107351300127,2010,4,0,1,1
107351300134,2010,0,0,1,0
107351300149,2010,0,0,1,1
107351730002,2010,2,2,2,1
107351730020,2010,2,3,1,1
107351730052,2010,2,0,1,1
107351730077,2010,0,1,1,1
107351730088,2010,2,0,4,3
107351730095,2010,2,0,1,0
107351730115,2010,1,0,1,2
107351730116,2010,1,1,1,0
107351730125,2010,0,4,1,1
107351730128,2010,0,0,0,4
107351730133,2010,1,2,1,1
107351730145,2010,1,1,2,1
107351730156,2010,2,0,2,1
107351730159,2010,0,0,0,1
107351730166,2010,0,0,1,1
107351730175,2010,0,1,1,1
107360530002,2010,0,0,0,1
107360530007,2010,2,0,1,1
107360530012,2010,1,0,1,1
107360530017,2010,1,1,1,1
107360530023,2010,1,2,1,3
107360530033,2010,0,0,0,1
107360530038,2010,2,0,1,1
107360530043,2010,1,0,1,1
107360530048,2010,0,1,1,1
107360530059,2010,1,0,1,1
107360530064,2010,1,1,2,1
107360530069,2010,1,0,5,2
107360530074,2010,1,0,1,1
107360530084,2010,1,3,1,1
107360530089,2010,1,0,2,1
107360530095,2010,0,0,2,1
107361740002,2010,2,4,2,1
107361740003,2010,3,1,1,1
107361740004,2010,2,0,1,1
107361740005,2010,0,1,2,2
107361740008,2010,2,1,1,1
107361740009,2010,1,2,1,3
107361740011,2010,0,1,1,1
107361740012,2010,1,1,2,1
107361740015,2010,2,3,1,0
107361740016,2010,0,3,1,1
107361740017,2010,0,0,1,0
107361740019,2010,4,2,1,2
107361740021,2010,0,0,0,1
107361740023,2010,1,0,1,1
107361740024,2010,2,5,2,1
107361740027,2010,2,3,1,1
107363770001,2010,0,0,1,1
107363770002,2010,0,2,1,1
107363770003,2010,0,0,1,2
107363770004,2010,1,1,1,1
107363770005,2010,0,2,1,1
107363770006,2010,1,2,1,1
107363770008,2010,0,1,1,1
107363770009,2010,3,1,2,1
107363770010,2010,1,1,1,1
107363770011,2010,0,2,2,0
107363770012,2010,1,4,2,1
107363770013,2010,0,0,5,1
107363770014,2010,1,0,1,2
107363770015,2010,3,1,1,3
107363770016,2010,0,0,0,2
107363770017,2010,1,0,1,1
107364660001,2010,0,0,1,1
107364660008,2010,1,2,1,1
107364660015,2010,0,2,1,1
107364660022,2010,1,4,1,0
107364660028,2010,1,2,1,3
107364660042,2010,3,2,1,1
107364660055,2010,0,0,2,2
107364660062,2010,0,3,1,3
107364660076,2010,1,1,1,1
107364660082,2010,1,1,1,0
107364660089,2010,1,2,1,1
107364660096,2010,0,1,4,0
107364660110,2010,0,3,1,1
107364660116,2010,0,2,2,2
107364660123,2010,0,1,2,1
107364660137,2010,1,2,1,1
107365960001,2010,1,0,1,1
107365960002,2010,3,2,3,3
107365960003,2010,0,5,1,1
107365960004,2010,1,3,2,1
107365960005,2010,0,1,1,1
107365960006,2010,0,5,1,1
107365960008,2010,2,0,1,1
107365960009,2010,0,0,1,1
107365960010,2010,0,2,1,1
107365960011,2010,0,1,1,1
107365960012,2010,2,1,2,1
107365960013,2010,0,0,2,2
107365960014,2010,0,0,1,2
107365960015,2010,2,3,1,1
107365960016,2010,1,0,2,2
107365960017,2010,0,0,0,1
107371990010,2010,2,4,2,2
107371990017,2010,1,0,1,1
107371990024,2010,1,1,1,1
107371990030,2010,0,1,2,4
107371990043,2010,1,0,2,2
107371990050,2010,0,1,1,1
107371990056,2010,0,3,1,1
107371990063,2010,3,1,3,3
107371990076,2010,3,1,1,1
107371990083,2010,1,2,2,1
107371990089,2010,0,0,1,1
107371990096,2010,0,0,0,1
107371990109,2010,1,0,1,1
107371990116,2010,1,2,1,1
107371990122,2010,0,1,3,2
107371990135,2010,2,1,1,2
107393090012,2010,0,0,1,1
107393090020,2010,3,0,3,1
107393090028,2010,0,0,0,1
107393090036,2010,0,0,3,2
107393090052,2010,0,3,1,1
107393090060,2010,0,1,1,1
107393090068,2010,1,1,1,2
107393090076,2010,1,0,1,1
107393090092,2010,0,1,1,1
107393090101,2010,1,1,1,1
107393090109,2010,0,1,2,1
107393090117,2010,0,1,1,0
107393090133,2010,0,0,1,0
107393090141,2010,1,0,1,1
107393090149,2010,1,2,1,1
107393090165,2010,0,0,0,1
107415040001,2010,2,1,1,2
107415040009,2010,5,1,2,1
107415040010,2010,0,1,2,1
107415040027,2010,2,1,2,1
107415040028,2010,2,1,1,1
107415040048,2010,1,3,1,2
107415040056,2010,1,0,1,1
107415040057,2010,3,0,1,1
107415040060,2010,2,3,4,1
107415040063,2010,5,1,1,3
107415040065,2010,0,4,1,1
107415040085,2010,0,0,1,2
107415040109,2010,1,0,1,3
107415040112,2010,2,0,2,2
107415040115,2010,2,1,1,2
107415040123,2010,2,0,1,0
107440390009,2010,0,1,1,1
107440390014,2010,1,0,0,1
107440390020,2010,0,2,1,1
107440390026,2010,2,1,2,2
107440390038,2010,2,0,2,2
107440390044,2010,0,0,0,2
107440390050,2010,2,1,1,0
107440390056,2010,0,0,1,1
107440390068,2010,0,1,0,3
107440390073,2010,0,2,1,1
107440390079,2010,2,0,1,1
107440390085,2010,1,2,2,1
107440390097,2010,4,2,1,1
107440390103,2010,3,2,1,1
107440390109,2010,2,1,2,3
107440390121,2010,0,0,0,1
107441540013,2010,0,0,1,1
107441540020,2010,1,2,1,1
107441540022,2010,1,2,1,1
107441540034,2010,2,0,1,1
107441540049,2010,2,1,1,1
107441540056,2010,1,0,1,1
107441540064,2010,1,2,1,0
107441540071,2010,0,1,0,1
107441540085,2010,1,0,1,1
107441540093,2010,0,0,1,0
107441540100,2010,0,0,0,1
107441540107,2010,0,0,0,1
107441540122,2010,1,0,1,1
107441540129,2010,3,1,1,1
107441540136,2010,2,2,3,0
107441540151,2010,0,0,0,1
107446490002,2010,0,2,1,0
107446490017,2010,0,2,1,1
107446490047,2010,3,1,1,1
107446490062,2010,1,1,1,2
107446490077,2010,0,0,0,1
107446490092,2010,2,1,2,1
107446490107,2010,1,0,1,1
107446490122,2010,1,0,1,1
107446490166,2010,2,1,1,1
107446490181,2010,0,0,0,1
107446490196,2010,0,3,1,1
107446490211,2010,2,2,2,1
107446490241,2010,2,0,1,1
107446490256,2010,1,1,1,1
107446490271,2010,2,1,1,2
107446490300,2010,1,1,1,1
107460330015,2010,0,2,1,1
107460330142,2010,3,3,1,1
107460330205,2010,3,2,1,1
107460330211,2010,2,2,1,2
107460330216,2010,2,1,1,1
107460330292,2010,0,1,1,1
107460330338,2010,0,0,1,0
107460330444,2010,0,0,0,1
107460330482,2010,3,1,1,1
107460330525,2010,4,3,1,1
107460330536,2010,2,2,1,1
107460330553,2010,0,0,0,1
107460330612,2010,4,5,3,3
107460330629,2010,1,1,1,1
107460330631,2010,2,1,1,1
107460330646,2010,3,0,1,2
107462440014,2010,0,0,1,1
107462440028,2010,2,2,1,1
107462440042,2010,1,0,1,1
107462440056,2010,2,1,1,1
107462440085,2010,1,1,1,1
107462440099,2010,2,0,1,1
107462440113,2010,2,1,1,1
107462440127,2010,3,1,2,2
107462440155,2010,0,2,1,1
107462440169,2010,1,0,2,0
107462440183,2010,2,0,1,1
107462440197,2010,0,1,1,2
107462440226,2010,1,1,2,3
107462440240,2010,0,0,1,1
107462440254,2010,1,2,1,0
107462440282,2010,2,1,1,1
201010140007,2010,2,0,1,2
201010140014,2010,0,1,1,1
201010140017,2010,2,1,1,1
201010140018,2010,0,0,1,3
201010140020,2010,1,2,1,0
201010140043,2010,1,1,1,1
201010140044,2010,2,1,1,2
201010140051,2010,3,0,1,1
201010140058,2010,1,2,1,1
201010140059,2010,1,3,1,1
201010140061,2010,0,1,1,1
201010140153,2010,1,2,1,1
201010140161,2010,3,3,2,1
201010140186,2010,1,1,1,0
201010140194,2010,3,3,1,3
201010140196,2010,2,3,1,3
201013870015,2010,2,1,1,1
201013870023,2010,0,2,1,1
201013870032,2010,0,0,1,1
201013870040,2010,0,2,2,1
201013870057,2010,0,0,2,1
201013870065,2010,0,2,2,2
201013870074,2010,2,0,1,1
201013870082,2010,1,1,2,0
201013870099,2010,2,4,1,1
201013870108,2010,1,0,1,2
201013870116,2010,0,2,1,3
201013870124,2010,2,0,2,0
201013870141,2010,0,0,2,3
201013870150,2010,2,1,1,1
201013870158,2010,1,1,1,1
201013870175,2010,1,0,1,1
201023110016,2010,0,0,1,1
201023110020,2010,0,0,1,1
201023110031,2010,1,1,1,1
201023110041,2010,1,0,1,1
201023110061,2010,0,1,1,1
201023110072,2010,2,1,1,2
201023110082,2010,2,1,3,1
201023110092,2010,2,1,2,1
201023110113,2010,2,0,2,1
201023110123,2010,0,0,2,2
201023110133,2010,3,1,1,1
201023110143,2010,1,2,1,1
201023110164,2010,3,0,1,2
201023110174,2010,0,2,1,1
201023110184,2010,0,2,1,1
201023110205,2010,0,2,2,1
201033650006,2010,2,0,1,1
201033650013,2010,3,2,1,1
201033650026,2010,1,1,2,2
201033650033,2010,2,2,1,2
201033650047,2010,3,1,1,1
201033650054,2010,1,3,1,1
201033650061,2010,2,0,1,1
201033650068,2010,5,0,1,3
201033650082,2010,1,1,1,1
201033650089,2010,1,2,1,1
201033650096,2010,6,1,1,1
201033650103,2010,1,0,1,1
201033650117,2010,0,0,1,0
201033650124,2010,0,0,1,1
201033650131,2010,0,1,1,1
201033650145,2010,0,2,1,1
201050730012,2010,2,6,3,0
201050730019,2010,1,3,1,1
201050730026,2010,0,2,1,1
201050730033,2010,2,2,3,2
201050730047,2010,4,2,2,2
201050730054,2010,0,0,1,1
201050730061,2010,3,1,2,1
201050730068,2010,0,0,1,1
201050730082,2010,1,0,1,1
201050730089,2010,0,0,0,1
201050730096,2010,2,2,1,1
201050730103,2010,1,0,1,0
201050730117,2010,0,0,0,1
201050730123,2010,3,2,1,2
201050730130,2010,4,0,1,1
201050730144,2010,0,4,1,3
201051810031,2010,2,1,2,1
201051810048,2010,1,1,1,2
201051810052,2010,2,3,1,1
201051810072,2010,1,0,1,1
201051810084,2010,0,0,1,1
201051810100,2010,0,0,1,2
201051810103,2010,2,1,2,1
201051810117,2010,0,0,0,1
201051810138,2010,0,0,0,2
201051810205,2010,4,0,1,1
201051810208,2010,0,3,1,1
201051810222,2010,2,3,1,1
201051810227,2010,0,0,1,3
201051810235,2010,4,1,1,2
201051810239,2010,0,2,0,1
201051810242,2010,3,1,3,1
201060420011,2010,0,0,1,1
201060420020,2010,2,2,1,2
201060420028,2010,2,2,1,1
201060420037,2010,1,2,1,4
201060420054,2010,2,0,1,4
201060420063,2010,2,1,1,3
201060420071,2010,1,1,1,2
201060420074,2010,2,0,1,0
201060420080,2010,0,0,1,2
201060420097,2010,3,0,0,1
201060420105,2010,1,1,1,1
201060420114,2010,0,3,1,2
201060420123,2010,1,1,1,1
201060420140,2010,1,1,1,0
201060420148,2010,3,1,1,1
201060420157,2010,0,2,4,2
201074900001,2010,1,2,1,1
201074900008,2010,1,4,1,1
201074900017,2010,3,2,1,0
201074900025,2010,1,1,1,1
201074900033,2010,0,5,1,1
201074900041,2010,1,1,1,1
201074900049,2010,2,2,1,1
201074900058,2010,2,0,1,1
201074900074,2010,1,4,1,1
201074900090,2010,1,3,1,1
201074900099,2010,1,1,1,1
201074900115,2010,2,3,1,1
201074900123,2010,2,2,2,1
201074900140,2010,0,0,1,1
201074900148,2010,3,1,1,1
201074900164,2010,3,1,1,1
201076150020,2010,0,4,1,1
201076150031,2010,0,2,1,1
201076150041,2010,2,1,1,1
201076150051,2010,3,2,1,1
201076150072,2010,0,2,2,1
201076150082,2010,3,0,1,1
201076150093,2010,2,2,1,0
201076150103,2010,2,3,2,2
201076150124,2010,1,2,1,1
201076150134,2010,1,2,1,1
201076150144,2010,2,2,1,1
201076150155,2010,0,2,1,1
201076150175,2010,0,2,1,2
201076150186,2010,4,1,1,0
201076150196,2010,2,0,1,1
201076150270,2010,2,0,1,1
201087390002,2010,0,1,1,1
201087390007,2010,0,0,1,1
201087390034,2010,1,1,1,1
201087390040,2010,0,1,1,1
201087390048,2010,1,4,2,5
201087390061,2010,2,2,1,1
201087390074,2010,0,2,1,2
201087390084,2010,0,0,1,1
201087390090,2010,0,0,0,1
201087390101,2010,0,0,0,1
201087390109,2010,1,0,1,1
201087390129,2010,2,1,2,1
201087390136,2010,4,1,2,2
201087390148,2010,3,1,1,1
201087390166,2010,1,1,1,1
201087390185,2010,0,0,0,1
201094860010,2010,0,0,1,1
201094860020,2010,2,1,1,1
201094860030,2010,2,2,1,1
201094860040,2010,0,1,1,2
201094860050,2010,2,1,1,1
201094860070,2010,2,3,1,1
201094860080,2010,1,1,1,0
201094860090,2010,1,2,1,2
201094860100,2010,1,0,1,0
201094860120,2010,0,1,1,1
201094860130,2010,0,2,1,1
201094860140,2010,5,1,1,2
201094860150,2010,0,0,1,1
201094860170,2010,3,2,0,1
201094860191,2010,2,3,1,1
201094860211,2010,1,0,1,1
201096530004,2010,3,3,1,0
201096530015,2010,1,1,2,3
201096530022,2010,2,3,1,1
201096530029,2010,0,0,0,2
201096530036,2010,3,1,2,1
201096530051,2010,1,2,1,0
201096530058,2010,0,1,2,0
201096530073,2010,0,1,1,1
201096530080,2010,0,1,2,1
201096530087,2010,0,0,1,1
201096530095,2010,1,0,1,1
201096530102,2010,2,1,1,1
201096530109,2010,0,0,1,0
201096530117,2010,1,1,0,1
201096530124,2010,0,1,1,1
201096530131,2010,5,0,2,1
201101700003,2010,1,2,1,1
201101700011,2010,3,0,1,1
201101700020,2010,1,2,1,1
201101700029,2010,2,0,1,1
201101700047,2010,0,1,1,1
201101700055,2010,5,0,2,1
201101700056,2010,1,0,1,1
201101700073,2010,1,0,1,1
201101700082,2010,4,0,1,1
201101700091,2010,2,4,1,1
201101700100,2010,0,1,0,3
201101700118,2010,1,4,1,1
201101700127,2010,0,0,1,1
201101700135,2010,4,1,2,2
201101700153,2010,2,1,1,1
201101700180,2010,0,0,0,1
201106200004,2010,0,0,1,0
201106200018,2010,2,0,1,1
201106200021,2010,0,1,1,1
201106200034,2010,2,1,1,1
201106200058,2010,5,1,1,2
201106200060,2010,1,3,1,1
201106200074,2010,2,0,1,1
201106200094,2010,1,3,1,2
201106200112,2010,0,1,1,1
201106200118,2010,4,1,1,1
201106200175,2010,1,1,1,1
201106200190,2010,1,1,1,1
201106200196,2010,1,2,1,1
201106200215,2010,1,1,1,1
201106200266,2010,0,0,1,1
201106200267,2010,1,4,1,0
201111070001,2010,0,0,1,2
201111070008,2010,1,1,1,1
201111070015,2010,3,4,1,1
201111070022,2010,1,4,1,3
201111070043,2010,0,0,1,0
201111070050,2010,1,3,1,1
201111070051,2010,0,3,1,1
201111070064,2010,4,1,1,1
201111070078,2010,3,1,1,0
